acousticness,danceability,energy,instrumentalness,key,loudness,mode,speechiness,valence,target
0.577,0.438,0.404,0.759,4,-11.815,0,0.0389,0.134,1
0.00492,0.519,0.793,0.93,10,-9.83,0,0.0777,0.222,1
0.00564,0.521,0.888,0.0226,8,-5.197,1,0.0357,0.264,1
0.26,0.753,0.9,0.000102,11,-1.866,0,0.0322,0.967,1
0.827,0.712,0.77,0.548,10,-13.187,0,0.0345,0.973,1
0.394,0.484,0.265,0,0,-11.101,1,0.0322,0.282,1
7.59E-05,0.597,0.839,0.825,7,-6.964,1,0.0377,0.199,1
0.0975,0.582,0.875,0.912,0,-6.912,1,0.0513,0.358,1
1.65E-05,0.499,0.506,0.941,9,-16.778,0,0.149,0.367,1
0.0079,0.428,0.74,0.935,0,-10.026,1,0.0588,0.0576,1
0.726,0.49,0.376,2.54E-05,11,-13.463,0,0.0433,0.107,1
0.543,0.785,0.796,0.291,5,-5.815,0,0.0379,0.806,1
0.0392,0.57,0.742,0.177,6,-12.475,1,0.0366,0.039,1
0.0557,0.599,0.677,0.00018,11,-6.328,1,0.0314,0.108,1
0.000483,0.701,0.829,0.00223,6,-5.749,0,0.0513,0.501,1
0.0221,0.606,0.668,1.65E-05,5,-9.168,0,0.0729,0.958,1
0.0361,0.312,0.907,0.618,7,-6.571,1,0.229,0.122,1
0.27,0.446,0.89,0.661,7,-7.974,1,0.0308,0.503,1
0.00799,0.883,0.333,0.804,5,-17.848,0,0.053,0.964,1
0.0263,0.739,0.878,0.407,6,-5.464,0,0.0788,0.855,1
0.0107,0.621,0.796,0.187,8,-6.179,0,0.0327,0.288,1
0.00744,0.578,0.947,0.0816,11,-2.431,0,0.036,0.452,1
0.115,0.697,0.529,0.901,2,-8.838,1,0.0338,0.483,1
0.0764,0.611,0.677,0.0698,10,-6.745,0,0.034,0.233,1
0.139,0.701,0.822,0.0526,6,-6.13,1,0.0366,0.739,1
0.263,0.736,0.58,0.663,5,-9.643,0,0.0485,0.144,1
0.148,0.327,0.654,0.00442,6,-6.258,0,0.0364,0.262,1
0.00263,0.725,0.798,2.14E-06,0,-6.75,0,0.162,0.72,1
0.116,0.762,0.883,0,0,-4.397,1,0.18,0.781,1
0.0452,0.752,0.783,0,9,-7.507,1,0.151,0.611,1
0.0127,0.547,0.635,5.01E-06,2,-5.569,1,0.137,0.496,1
0.076,0.741,0.894,4.89E-05,2,-5.648,1,0.069,0.31,1
0.271,0.567,0.851,0,1,-5.897,1,0.484,0.598,1
0.088,0.673,0.857,0.0108,4,-7.493,0,0.0422,0.457,1
0.154,0.716,0.724,0.000309,9,-8.06,1,0.24,0.698,1
0.198,0.89,0.52,0.273,2,-6.927,0,0.187,0.717,1
0.0216,0.709,0.669,0.0125,11,-8.422,0,0.0409,0.106,1
0.345,0.855,0.605,0.0573,2,-7.403,0,0.0637,0.676,1
0.0174,0.446,0.752,0,6,-6.088,1,0.368,0.585,1
0.0219,0.735,0.641,0.89,7,-6.177,0,0.0284,0.886,1
0.0111,0.563,0.81,2.71E-05,8,-9.158,1,0.0372,0.767,1
0.334,0.726,0.583,0.00135,0,-6.434,0,0.23,0.48,1
0.248,0.576,0.602,0.000609,0,-6.591,0,0.315,0.57,1
0.000599,0.487,0.68,0.0339,7,-8.497,0,0.0408,0.076,1
0.314,0.43,0.734,0.000286,9,-10.043,0,0.102,0.0537,1
0.000885,0.79,0.427,0.446,11,-11.361,0,0.0541,0.961,1
0.0108,0.787,0.658,0.0152,8,-5.379,0,0.0324,0.867,1
0.0021,0.646,0.892,0.00626,10,-5.015,1,0.0331,0.935,1
0.00208,0.836,0.603,0,7,-7.792,1,0.237,0.386,1
0.112,0.857,0.981,0.000157,8,-4.223,1,0.12,0.709,1
0.629,0.811,0.461,1.40E-05,9,-10.829,1,0.264,0.72,1
0.0421,0.895,0.517,9.72E-06,2,-9.972,1,0.101,0.961,1
0.113,0.715,0.64,0.0418,2,-7.168,1,0.0317,0.398,1
0.034,0.691,0.71,0.00225,10,-6.351,0,0.0322,0.334,1
0.0998,0.666,0.811,0.0614,11,-5.079,0,0.0357,0.955,1
0.0285,0.764,0.768,0.0235,5,-5.614,1,0.0382,0.627,1
0.0132,0.677,0.86,0.0119,1,-5.074,1,0.0348,0.793,1
0.597,0.792,0.387,0.000106,8,-8.192,0,0.0464,0.677,1
0.0628,0.727,0.548,0.526,10,-7.393,1,0.0291,0.93,1
0.0846,0.481,0.851,0.907,7,-4.528,1,0.127,0.852,1
0.0249,0.683,0.824,0.627,1,-8.569,0,0.222,0.921,1
0.855,0.515,0.217,0.463,3,-13.382,0,0.0351,0.194,1
0.849,0.533,0.213,0.565,3,-13.437,0,0.0342,0.196,1
0.268,0.763,0.623,4.37E-06,2,-6.128,1,0.179,0.369,1
0.000548,0.831,0.373,0.000362,1,-6.896,1,0.157,0.356,1
0.00221,0.632,0.793,0,10,-4.171,0,0.102,0.393,1
0.45,0.622,0.628,0,7,-9.964,0,0.243,0.304,1
0.121,0.719,0.66,0,2,-8.22,1,0.0829,0.357,1
0.0962,0.654,0.292,0.0031,2,-12.977,1,0.474,0.111,1
0.0962,0.654,0.292,0.0031,2,-12.977,1,0.474,0.111,1
0.429,0.857,0.889,5.21E-06,6,-4.382,1,0.0795,0.82,1
0.00855,0.714,0.905,2.55E-05,8,-2.663,1,0.0289,0.824,1
0.394,0.76,0.971,0.775,5,-4.582,0,0.0549,0.992,1
0.17,0.589,0.745,0.000406,7,-8.109,1,0.076,0.76,1
0.00356,0.76,0.402,0,8,-8.751,1,0.164,0.069,1
0.0454,0.812,0.676,0,1,-4.502,1,0.0491,0.399,1
0.00705,0.763,0.773,0.032,0,-4.722,1,0.0533,0.347,1
0.000472,0.502,0.833,0.043,2,-4.982,1,0.0638,0.593,1
0.36,0.784,0.649,0.000684,0,-6.905,1,0.292,0.503,1
0.0295,0.793,0.978,0.0331,11,-9.229,0,0.0648,0.711,1
0.0492,0.738,0.808,0.734,10,-9.772,0,0.0522,0.816,1
0.000588,0.803,0.769,0.9,6,-7.025,1,0.0561,0.17,1
0.224,0.752,0.767,0.931,5,-8.022,0,0.0469,0.564,1
0.0487,0.289,0.523,0.000293,6,-9.531,1,0.0488,0.366,1
0.0401,0.67,0.897,0.0021,7,-5.19,0,0.0922,0.294,1
0.285,0.88,0.697,7.66E-05,4,-8.468,0,0.328,0.761,1
0.289,0.444,0.978,0.778,6,-6.238,1,0.0998,0.463,1
0.00968,0.836,0.817,0,7,-5.672,1,0.0677,0.658,1
0.0323,0.227,0.635,0.125,7,-9.169,1,0.0754,0.36,1
0.00856,0.542,0.946,5.38E-06,10,-6.307,1,0.0505,0.389,1
0.0304,0.614,0.838,0.000297,10,-6.896,1,0.028,0.584,1
0.0328,0.598,0.657,2.72E-05,8,-7.466,1,0.0386,0.2,1
0.449,0.586,0.658,0.368,10,-9.71,0,0.0457,0.276,1
0.304,0.785,0.573,0.403,5,-9.082,0,0.0416,0.626,1
0.193,0.867,0.733,0.000219,10,-7.54,0,0.237,0.761,1
0.131,0.564,0.912,8.05E-06,5,-4.718,0,0.143,0.582,1
0.602,0.746,0.484,0.00824,1,-9.614,1,0.0434,0.596,1
0.704,0.597,0.721,0.0119,0,-9.433,1,0.0377,0.854,1
0.0559,0.599,0.645,0.108,0,-6.098,1,0.0315,0.371,1
0.12,0.532,0.596,0,11,-9.912,0,0.187,0.486,1
0.00426,0.646,0.629,0.277,8,-10.775,0,0.0427,0.176,1
0.119,0.564,0.594,0,11,-9.912,0,0.155,0.489,1
0.331,0.578,0.633,0,8,-10.117,0,0.279,0.635,1
0.0372,0.89,0.443,0.385,0,-8.654,1,0.0497,0.195,1
0.0426,0.667,0.465,0.00649,8,-8.096,1,0.0339,0.338,1
0.157,0.599,0.524,0,1,-8.036,1,0.13,0.44,1
0.153,0.725,0.918,0.0328,10,-4.912,0,0.0676,0.191,1
0.671,0.539,0.74,0,6,-7.157,0,0.401,0.645,1
0.0215,0.825,0.489,0,11,-9.32,1,0.263,0.424,1
0.364,0.507,0.63,0.0127,4,-8.746,1,0.0355,0.559,1
0.351,0.561,0.329,0.0311,2,-12.68,1,0.0282,0.297,1
0.717,0.285,0.512,0,7,-8.103,1,0.0334,0.48,1
0.00079,0.771,0.248,0.1,5,-20.815,0,0.0802,0.281,1
0.109,0.748,0.623,0,5,-5.08,1,0.0285,0.194,1
0.254,0.482,0.96,2.43E-06,0,-5.269,0,0.126,0.539,1
0.0004,0.804,0.64,0.935,5,-8.598,1,0.0404,0.0451,1
0.329,0.673,0.922,0,4,-5.311,1,0.217,0.364,1
0.827,0.583,0.776,3.81E-05,3,-5.293,1,0.0661,0.782,1
0.934,0.44,0.433,0.811,2,-17.453,0,0.0412,0.217,1
0.934,0.44,0.433,0.811,2,-17.453,0,0.0412,0.217,1
0.34,0.77,0.409,0,4,-13.387,1,0.436,0.869,1
0.0164,0.653,0.875,0.0311,9,-5.232,1,0.125,0.796,1
0.00402,0.937,0.67,0,9,-6.149,1,0.107,0.592,1
0.0302,0.756,0.595,1.98E-06,1,-6.924,1,0.0333,0.0681,1
0.00778,0.786,0.604,0,6,-8.372,1,0.0614,0.502,1
0.000518,0.771,0.963,0.901,11,-7.294,1,0.0363,0.591,1
0.464,0.655,0.704,0.877,0,-10.341,0,0.0413,0.696,1
0.106,0.653,0.781,0.568,0,-7.433,1,0.0376,0.49,1
0.18,0.678,0.561,0.512,5,-11.648,0,0.0694,0.904,1
0.000451,0.603,0.978,0.493,11,-1.367,0,0.186,0.496,1
0.00145,0.575,0.625,0,9,-5.296,0,0.0345,0.295,1
0.00091,0.516,0.66,0,9,-5.002,0,0.0489,0.238,1
0.000299,0.697,0.68,0.00674,2,-6.847,1,0.0318,0.288,1
0.00206,0.469,0.821,0.00914,2,-5.055,0,0.0397,0.226,1
0.000779,0.34,0.454,0.0188,9,-12.279,0,0.0503,0.39,1
0.612,0.59,0.578,0.000162,10,-5.798,0,0.0528,0.262,1
0.00298,0.545,0.904,0.00117,6,-5.201,1,0.34,0.681,1
0.00243,0.621,0.683,0.00856,11,-5.619,0,0.242,0.0891,1
0.0648,0.855,0.638,0,9,-4.968,0,0.143,0.433,1
0.141,0.5,0.593,6.21E-06,1,-4.34,1,0.0898,0.325,1
0.0855,0.737,0.545,9.32E-05,6,-8.536,0,0.362,0.438,1
0.385,0.415,0.681,0,2,-4.104,0,0.189,0.372,1
0.134,0.359,0.662,0,1,-2.843,1,0.0466,0.296,1
0.000954,0.775,0.823,0,1,-6.091,1,0.271,0.288,1
0.142,0.714,0.566,1.25E-06,7,-4.408,1,0.056,0.429,1
0.109,0.742,0.77,0.0239,10,-6.339,0,0.0514,0.687,1
0.00469,0.712,0.865,0.0412,1,-6.411,1,0.083,0.831,1
0.713,0.628,0.575,0.00233,10,-11.591,0,0.0588,0.182,1
0.0113,0.535,0.857,0.00751,9,-5.2,0,0.0543,0.431,1
0.0475,0.606,0.503,0,7,-6.678,0,0.155,0.325,1
0.0452,0.746,0.416,7.77E-05,11,-6.607,1,0.0482,0.216,1
0.0734,0.791,0.779,0,7,-5.972,1,0.235,0.581,1
0.119,0.68,0.489,2.86E-05,11,-7.837,0,0.432,0.261,1
0.0726,0.739,0.526,0,4,-7.384,0,0.101,0.374,1
0.0553,0.482,0.72,2.07E-06,2,-6.812,1,0.271,0.222,1
0.16,0.746,0.682,0,7,-6.353,1,0.117,0.836,1
0.0185,0.609,0.664,0.0195,7,-9.116,0,0.0472,0.0944,1
0.0599,0.756,0.853,0.000562,9,-5.92,0,0.0525,0.426,1
0.0193,0.352,0.807,6.04E-06,0,-7.781,1,0.173,0.0459,1
0.174,0.544,0.427,0.0248,9,-8.33,0,0.0298,0.189,1
0.00909,0.646,0.621,0.000124,0,-11.358,1,0.0747,0.408,1
0.0445,0.808,0.687,0.3,9,-8.668,1,0.0397,0.458,1
0.0621,0.736,0.539,0.0312,1,-8.316,1,0.0936,0.761,1
0.0108,0.309,0.325,0.854,6,-16.4,0,0.0366,0.46,1
0.123,0.749,0.855,0.164,1,-10.105,1,0.406,0.61,1
0.158,0.714,0.924,1.29E-05,10,-2.91,0,0.0662,0.897,1
0.0472,0.379,0.782,0.748,11,-8.163,1,0.0358,0.529,1
0.17,0.615,0.814,0,9,-3.903,0,0.0677,0.601,1
0.141,0.661,0.531,0,7,-10.113,0,0.548,0.657,1
0.00254,0.812,0.554,0.698,7,-10.978,1,0.0567,0.786,1
0.19,0.63,0.671,0.753,6,-7.727,0,0.0602,0.142,1
0.0126,0.6,0.811,0.05,8,-10.199,0,0.102,0.372,1
0.148,0.701,0.788,0.625,2,-5.611,1,0.0425,0.794,1
0.0242,0.735,0.759,0.185,1,-6.914,0,0.0449,0.763,1
0.0803,0.664,0.727,0.000253,0,-8.738,1,0.263,0.527,1
0.000483,0.286,0.694,0.00252,6,-7.481,1,0.0335,0.411,1
0.456,0.514,0.453,0.000181,6,-7.062,1,0.0267,0.532,1
0.689,0.658,0.179,0,8,-10.866,1,0.0448,0.197,1
0.461,0.427,0.465,5.52E-05,6,-6.595,1,0.0291,0.462,1
0.269,0.575,0.641,0.0121,6,-8.105,0,0.0325,0.901,1
0.11,0.589,0.616,0.204,5,-9.475,0,0.0312,0.869,1
0.0152,0.814,0.83,0.36,10,-5.766,0,0.0822,0.287,1
0.403,0.683,0.71,0,9,-7.445,1,0.114,0.93,1
0.0669,0.832,0.854,0,2,-4.92,1,0.296,0.583,1
0.0109,0.816,0.747,0.756,3,-8.066,1,0.0711,0.144,1
0.00271,0.908,0.513,0,2,-5.318,1,0.0973,0.256,1
0.0224,0.634,0.609,0,6,-8.982,1,0.172,0.659,1
0.366,0.762,0.476,0,0,-12.686,1,0.114,0.367,1
0.138,0.667,0.658,0.00685,6,-7.71,1,0.0756,0.36,1
0.0114,0.682,0.78,0.735,7,-9.948,1,0.0538,0.334,1
0.0453,0.806,0.696,5.71E-06,11,-5.109,1,0.0502,0.131,1
0.0476,0.723,0.755,0.00147,10,-9.381,1,0.0576,0.573,1
0.0175,0.764,0.547,0.000161,0,-8.6,1,0.0576,0.404,1
0.371,0.837,0.492,0.0401,0,-7.792,1,0.354,0.407,1
0.151,0.633,0.85,0,5,-5.915,0,0.344,0.761,1
0.00207,0.931,0.606,0.461,1,-8.366,1,0.269,0.865,1
0.365,0.312,0.445,0.0038,11,-7.202,0,0.0305,0.308,1
0.475,0.599,0.533,0.00153,9,-14.032,0,0.0472,0.609,1
0.0411,0.767,0.912,0.402,1,-1.157,1,0.054,0.496,1
0.0138,0.677,0.905,0,6,-4.597,1,0.0721,0.742,1
0.0161,0.526,0.712,0,11,-6.525,0,0.0356,0.299,1
0.0301,0.226,0.261,0.0677,2,-11.276,1,0.0339,0.0795,1
0.0198,0.517,0.491,1.31E-06,11,-13.742,0,0.0341,0.331,1
0.000105,0.399,0.761,0.0456,9,-6.318,1,0.0334,0.244,1
0.000103,0.498,0.553,0.528,5,-6.193,1,0.0332,0.228,1
0.0329,0.162,0.254,0.122,2,-11.251,1,0.0359,0.0778,1
0.602,0.637,0.498,0.119,1,-9.367,1,0.0231,0.931,1
0.000563,0.417,0.73,3.31E-06,5,-6.774,1,0.0363,0.44,1
0.00543,0.363,0.755,0.00105,1,-6.654,0,0.12,0.736,1
0.208,0.514,0.632,0.0132,2,-6.305,1,0.0501,0.31,1
0.00333,0.586,0.671,0.916,10,-9.787,0,0.0445,0.771,1
0.0124,0.585,0.62,0.0164,6,-9.075,1,0.0538,0.715,1
0.189,0.622,0.752,0.0124,4,-6.964,0,0.124,0.576,1
0.0496,0.753,0.708,0.0123,6,-7.217,0,0.223,0.445,1
0.133,0.402,0.794,0,11,-3.982,0,0.125,0.706,1
0.14,0.525,0.538,0.117,11,-9.366,0,0.0783,0.791,1
0.00845,0.799,0.605,0.0143,7,-10.011,1,0.286,0.378,1
0.538,0.879,0.495,0.000333,7,-10.584,0,0.0765,0.797,1
0.00631,0.715,0.833,0,2,-5.379,1,0.108,0.607,1
0.114,0.665,0.513,0.303,0,-7.314,1,0.331,0.0373,1
0.000963,0.767,0.712,0.00275,5,-7.28,1,0.0564,0.947,1
0.0152,0.542,0.854,0,8,-5.041,1,0.0445,0.262,1
0.0988,0.856,0.874,0.000472,11,-8.037,0,0.0401,0.91,1
0.516,0.525,0.797,5.00E-06,1,-11.168,0,0.0656,0.769,1
0.00524,0.81,0.547,0.854,10,-12.295,0,0.0558,0.817,1
0.323,0.839,0.48,0.0505,6,-12.223,1,0.113,0.45,1
0.0246,0.586,0.806,0.000167,1,-9.542,1,0.0548,0.207,1
0.00399,0.648,0.85,0.294,1,-6.277,1,0.0439,0.559,1
0.0246,0.586,0.806,0.000167,1,-9.542,1,0.0548,0.207,1
0.0953,0.614,0.858,0.0559,6,-7.068,0,0.097,0.477,1
0.317,0.727,0.599,0,1,-6.941,1,0.327,0.381,1
0.244,0.624,0.752,0,4,-5.43,1,0.121,0.862,1
0.00991,0.486,0.526,0.158,0,-9.041,1,0.0272,0.726,1
0.473,0.551,0.504,0.664,7,-11.166,1,0.0309,0.137,1
0.0491,0.703,0.464,0,6,-5.977,0,0.118,0.689,1
0.105,0.901,0.744,7.79E-06,0,-3.484,1,0.283,0.606,1
0.0633,0.897,0.661,0,8,-6.2,0,0.27,0.204,1
0.0384,0.841,0.729,0,6,-3.047,0,0.239,0.43,1
0.0275,0.684,0.603,0.000311,11,-8.127,0,0.0989,0.508,1
0.0543,0.625,0.576,4.07E-05,11,-5.693,0,0.175,0.223,1
0.0107,0.246,0.784,5.71E-06,5,-5.004,1,0.0529,0.189,1
0.011,0.63,0.664,0.082,9,-7.245,1,0.172,0.231,1
0.0044,0.449,0.962,0.897,1,-4.293,0,0.112,0.296,1
0.00569,0.715,0.518,0.772,5,-11,0,0.0699,0.923,1
0.0181,0.932,0.819,6.81E-06,8,-3.484,0,0.203,0.552,1
0.0915,0.753,0.748,0.00348,10,-8.62,1,0.0494,0.642,1
0.854,0.316,0.308,0.888,2,-15.944,1,0.0411,0.0933,1
0.916,0.334,0.265,0.837,2,-17.219,1,0.0477,0.0549,1
0.0498,0.403,0.742,0,11,-5.889,0,0.338,0.734,1
0.384,0.478,0.6,0.808,5,-11.025,0,0.0356,0.0635,1
0.00778,0.677,0.64,0.477,11,-6.408,0,0.0428,0.912,1
0.0261,0.556,0.722,0.0163,9,-9.541,1,0.0475,0.508,1
0.0681,0.767,0.686,0.91,7,-10.476,1,0.0461,0.578,1
0.612,0.649,0.406,0,2,-10.43,1,0.0803,0.478,1
0.403,0.791,0.664,0,7,-5.713,1,0.0831,0.96,1
0.227,0.873,0.504,0,0,-5.39,1,0.166,0.647,1
0.279,0.512,0.564,1.54E-05,10,-5.892,1,0.0316,0.401,1
0.000736,0.491,0.883,3.19E-05,4,-4.986,0,0.0306,0.516,1
0.0185,0.74,0.846,0.0624,2,-6.039,1,0.0808,0.852,1
0.228,0.63,0.98,0.00661,1,-4.914,1,0.059,0.805,1
0.0233,0.738,0.849,0.0317,2,-6.246,1,0.0822,0.863,1
0.00501,0.633,0.884,1.93E-05,9,-4.158,0,0.0369,0.455,1
0.124,0.875,0.532,0.0123,10,-13.265,0,0.0686,0.704,1
0.0239,0.603,0.955,0.0451,1,-4.111,1,0.0458,0.773,1
0.0156,0.623,0.806,0.0769,0,-8.533,1,0.0352,0.847,1
0.00428,0.704,0.895,0.28,10,-7.81,1,0.0647,0.865,1
0.0154,0.606,0.913,0.905,9,-7.865,1,0.0417,0.82,1
0.00207,0.587,0.915,0.579,4,-8.307,0,0.0404,0.539,1
0.0227,0.816,0.894,7.23E-05,6,-9.243,1,0.0819,0.968,1
0.514,0.731,0.638,0.332,9,-8.738,0,0.144,0.33,1
0.0112,0.465,0.727,0.802,8,-5.181,0,0.0353,0.47,1
0.000156,0.853,0.532,0.88,1,-13.443,1,0.121,0.499,1
0.99,0.148,0.031,0.595,2,-25.756,0,0.0365,0.0638,1
0.47,0.537,0.447,1.86E-05,9,-8.261,1,0.0289,0.549,1
0.136,0.185,0.89,0,2,-4.182,1,0.0524,0.322,1
0.504,0.719,0.697,0,2,-5.647,1,0.31,0.668,1
0.00403,0.736,0.68,5.49E-06,9,-6.438,1,0.342,0.601,1
0.239,0.839,0.583,0,1,-5.941,1,0.268,0.557,1
0.39,0.706,0.577,0.692,0,-6.226,0,0.0299,0.385,1
0.000141,0.688,0.587,0.92,2,-8.521,1,0.046,0.757,1
0.00416,0.644,0.848,0.0168,4,-4.952,0,0.0511,0.302,1
0.269,0.663,0.602,8.81E-05,9,-11.013,1,0.132,0.899,1
0.0202,0.266,0.348,0.664,10,-11.609,0,0.0371,0.393,1
0.152,0.702,0.504,5.11E-06,9,-16.794,1,0.342,0.794,1
0.376,0.565,0.86,0.000121,11,-5.449,1,0.0285,0.782,1
0.016,0.646,0.757,0.0243,7,-6.089,1,0.101,0.635,1
0.0117,0.683,0.86,0.000379,7,-7.317,1,0.31,0.317,1
0.13,0.61,0.672,0.00283,7,-7.436,0,0.305,0.925,1
0.000478,0.525,0.8,0.429,11,-11.484,1,0.122,0.52,1
0.000768,0.66,0.763,0.0389,4,-6.832,0,0.0636,0.661,1
0.0332,0.749,0.802,0.0499,7,-6.159,0,0.0471,0.824,1
0.34,0.468,0.58,0.821,7,-8.131,1,0.0278,0.324,1
0.00605,0.318,0.975,0.832,9,-4.211,1,0.0916,0.683,1
0.0451,0.406,0.74,0.722,0,-7.232,1,0.031,0.822,1
0.268,0.237,0.89,0.843,5,-7.445,1,0.0599,0.308,1
2.24E-05,0.595,0.549,0.835,4,-10.41,0,0.0339,0.131,1
0.000641,0.787,0.679,0.912,7,-12.377,1,0.0534,0.214,1
0.00254,0.696,0.643,0.834,7,-10.124,1,0.0407,0.537,1
0.00525,0.555,0.612,0,4,-7.841,0,0.0353,0.319,1
0.0101,0.569,0.857,0.0145,7,-5.571,1,0.0337,0.291,1
0.0043,0.894,0.676,0.348,8,-9.707,1,0.0979,0.715,1
0.00469,0.721,0.621,0.0103,1,-4.378,1,0.306,0.578,1
0.00255,0.869,0.426,0.534,7,-8.187,1,0.202,0.457,1
0.712,0.277,0.29,0.0459,1,-8.541,1,0.0332,0.0576,1
0.211,0.418,0.547,0.0443,1,-4.932,1,0.0295,0.127,1
0.0625,0.758,0.629,0.000144,7,-8.283,0,0.106,0.26,1
7.19E-05,0.558,0.642,0.00746,5,-5.206,0,0.0321,0.492,1
0.00471,0.542,0.799,0.0161,4,-3.641,0,0.0354,0.426,1
0.0416,0.348,0.856,0,2,-3.216,0,0.0979,0.261,1
0.00818,0.539,0.582,0.0717,7,-7.414,1,0.0328,0.249,1
0.768,0.275,0.216,0.897,5,-13.818,1,0.0345,0.176,1
0.0672,0.802,0.872,0.0197,5,-6.346,0,0.0557,0.68,1
0.44,0.662,0.603,0,9,-8.317,0,0.0793,0.351,1
0.0245,0.803,0.427,0.405,8,-10.819,1,0.0509,0.451,1
0.000286,0.313,0.872,2.26E-05,1,-5.058,0,0.0733,0.389,1
0.149,0.785,0.764,0.813,4,-5.245,0,0.04,0.961,1
0.0989,0.7,0.718,0.0609,2,-5.882,1,0.0535,0.343,1
0.615,0.508,0.247,0.0352,0,-15.432,0,0.0748,0.484,1
0.565,0.63,0.374,0.00146,5,-11.305,1,0.177,0.573,1
0.666,0.827,0.503,0.443,1,-11.007,1,0.0352,0.94,1
0.00234,0.191,0.979,0.283,7,-3.402,1,0.191,0.313,1
0.273,0.793,0.7,0,0,-6.641,0,0.0572,0.887,1
0.246,0.676,0.528,0,7,-8.699,1,0.0366,0.301,1
0.397,0.739,0.665,0,1,-6.075,0,0.441,0.357,1
0.382,0.735,0.555,0.856,1,-8.84,0,0.0366,0.535,1
0.0193,0.413,0.676,0,6,-7.639,0,0.241,0.601,1
0.0862,0.731,0.75,0.000388,2,-10.457,1,0.0321,0.648,1
0.123,0.473,0.865,0.968,0,-6.391,1,0.0332,0.554,1
8.34E-05,0.72,0.748,0,5,-7.607,1,0.447,0.555,1
0.00116,0.669,0.765,0,8,-7.885,1,0.051,0.163,1
0.0141,0.651,0.824,6.02E-06,0,-9.368,1,0.0617,0.731,1
0.0454,0.895,0.783,0,6,-4.983,1,0.102,0.696,1
0.00776,0.898,0.5,0.292,1,-11.089,1,0.0571,0.868,1
0.195,0.605,0.732,0.0135,6,-5.643,0,0.15,0.136,1
0.232,0.612,0.725,0.011,6,-5.775,0,0.0966,0.153,1
0.018,0.609,0.798,8.68E-06,5,-4.448,0,0.0404,0.405,1
0.0765,0.675,0.862,0.000609,8,-5.309,0,0.0501,0.819,1
0.116,0.671,0.73,0.000356,8,-6.773,1,0.0369,0.302,1
0.284,0.797,0.508,0.00859,9,-8.154,0,0.0455,0.958,1
0.652,0.36,0.362,0.000128,10,-7.102,1,0.0385,0.144,1
0.652,0.36,0.362,0.000128,10,-7.102,1,0.0385,0.144,1
0.0193,0.614,0.677,0.518,9,-8.317,0,0.0323,0.726,1
0.0516,0.782,0.572,0,4,-7.467,0,0.0385,0.237,1
0.013,0.888,0.483,4.85E-06,6,-7.797,1,0.154,0.221,1
4.19E-05,0.636,0.864,0.887,5,-9.618,0,0.044,0.611,1
0.00579,0.683,0.989,0.00108,9,-2.092,0,0.0616,0.78,1
0.078,0.815,0.459,0.826,10,-12.588,0,0.0906,0.616,1
0.0602,0.803,0.579,0.000627,10,-11.156,0,0.059,0.726,1
0.136,0.829,0.65,2.15E-05,10,-9.691,1,0.06,0.744,1
0.886,0.574,0.324,0.0817,0,-10.993,1,0.0307,0.226,1
0.172,0.413,0.555,0.000309,11,-9.699,0,0.0427,0.542,1
0.038,0.728,0.62,0,2,-7.533,1,0.0434,0.904,1
0.147,0.85,0.509,0,6,-9.637,0,0.378,0.769,1
0.000758,0.695,0.912,0.000103,10,-3.331,0,0.193,0.612,1
0.0778,0.729,0.527,0,9,-6.338,1,0.0708,0.23,1
0.0401,0.636,0.702,0,11,-5.437,1,0.0743,0.471,1
0.00188,0.661,0.837,0,5,-3.78,0,0.114,0.615,1
0.00156,0.624,0.792,1.54E-06,10,-5.33,0,0.0473,0.318,1
0.00723,0.743,0.633,0,9,-8.224,1,0.235,0.398,1
0.949,0.619,0.324,5.42E-05,9,-10.146,0,0.0271,0.0968,1
0.0512,0.851,0.387,0,0,-13.584,1,0.334,0.365,1
0.00842,0.853,0.578,0,10,-4.897,0,0.2,0.566,1
0.304,0.75,0.835,0,4,-7.882,1,0.152,0.504,1
0.461,0.432,0.703,0,10,-3.845,0,0.332,0.675,1
0.422,0.422,0.641,0,10,-4.947,0,0.323,0.668,1
0.135,0.777,0.591,5.50E-05,1,-7.431,0,0.0327,0.848,1
0.391,0.702,0.495,0.8,0,-11.645,0,0.0493,0.292,1
0.783,0.418,0.0962,6.61E-05,0,-15.078,1,0.0559,0.342,1
0.021,0.571,0.719,0,11,-7.206,0,0.0378,0.538,1
0.284,0.633,0.77,0,10,-6.954,0,0.327,0.324,1
0.00135,0.702,0.74,0.896,5,-5.949,0,0.173,0.583,1
0.025,0.854,0.46,0,10,-9.71,0,0.14,0.492,1
0.436,0.862,0.364,0,11,-9.727,0,0.137,0.766,1
0.00152,0.626,0.888,0.0551,9,-4.981,0,0.0461,0.728,1
0.156,0.819,0.671,0.000136,5,-6.947,0,0.393,0.555,1
0.0453,0.878,0.43,0.751,11,-8.445,0,0.0658,0.138,1
0.118,0.805,0.687,0,9,-7.771,1,0.0458,0.683,1
0.0124,0.633,0.926,0.689,1,-4.056,1,0.0404,0.512,1
0.895,0.444,0.412,0.64,0,-11.569,1,0.0465,0.364,1
0.0319,0.846,0.472,0.0398,0,-9.13,0,0.0662,0.671,1
0.0381,0.709,0.797,0,0,-4.316,1,0.335,0.474,1
0.0216,0.886,0.474,0,1,-8.045,0,0.274,0.823,1
