acousticness,danceability,energy,instrumentalness,key,loudness,mode,speechiness,valence,target
0.00983,0.795,0.578,0.743,5,-8.507,0,0.0569,0.639,1
0.548,0.706,0.707,0.000313,0,-5.212,0,0.0351,0.246,1
0.0169,0.648,0.862,0,1,-4.527,0,0.0777,0.176,1
0.0173,0.646,0.778,0,1,-7.44,0,0.103,0.173,1
0.0233,0.824,0.572,8.19E-06,11,-4.868,1,0.0652,0.669,1
0.37,0.645,0.836,0,2,-7.23,0,0.159,0.176,1
0.00539,0.749,0.857,0,3,-5.24,1,0.0435,0.355,1
0.514,0.529,0.645,0.00821,7,-8.158,1,0.0265,0.464,1
0.233,0.328,0.827,0.00517,6,-2.545,0,0.252,0.709,1
0.0175,0.702,0.773,0.00165,9,-3.741,1,0.214,0.484,1
0.119,0.583,0.843,0,1,-7.416,0,0.409,0.422,1
0.0571,0.502,0.632,0.054,4,-9.971,0,0.271,0.207,1
0.144,0.709,0.412,0.000101,8,-11.602,1,0.488,0.505,1
0.937,0.772,0.635,0.018,0,-8.412,1,0.0536,0.592,1
0.000997,0.787,0.916,0.811,0,-8.542,0,0.047,0.507,1
0.0059,0.379,0.674,1.04E-05,8,-5.762,0,0.0305,0.0647,1
0.0259,0.69,0.548,0.00243,10,-9.587,0,0.352,0.693,1
0.123,0.698,0.793,0,1,-5.332,0,0.105,0.46,1
0.01,0.449,0.416,0.122,0,-5.571,1,0.0608,0.118,1
0.00479,0.777,0.671,0.0244,11,-7.803,0,0.0386,0.482,1
0.825,0.722,0.605,0.0178,5,-6.07,1,0.153,0.69,1
0.00978,0.706,0.643,0.00955,2,-9.357,0,0.0859,0.808,1
0.00531,0.859,0.624,0.000124,1,-5.437,1,0.0915,0.628,1
0.1,0.575,0.723,0,7,-4.956,1,0.314,0.822,1
0.344,0.69,0.737,0,1,-4.123,1,0.0363,0.821,1
0.00207,0.468,0.971,0.00329,1,-3.382,0,0.0609,0.814,1
0.0234,0.688,0.457,0,7,-9.86,1,0.0338,0.645,1
0.0356,0.483,0.804,1.60E-06,8,-3.452,1,0.0501,0.803,1
0.00914,0.385,0.902,0.522,7,-5.464,1,0.098,0.52,1
0.222,0.76,0.79,0,10,-3.835,1,0.344,0.57,1
0.000248,0.515,0.876,0.156,5,-5.448,1,0.0375,0.707,1
0.00727,0.582,0.734,0.202,6,-6.987,0,0.0675,0.638,1
0.127,0.479,0.609,0,11,-8.678,0,0.236,0.522,1
0.0389,0.856,0.719,9.03E-06,10,-6.519,0,0.0746,0.369,1
0.00069,0.759,0.764,0.719,10,-7.416,0,0.0446,0.315,1
0.0555,0.735,0.798,0.0627,0,-6.175,1,0.127,0.469,1
0.655,0.507,0.466,0.363,1,-11.966,1,0.0862,0.0978,1
0.032,0.694,0.789,0.00129,4,-5.201,0,0.0378,0.549,1
0.0293,0.769,0.712,2.12E-06,8,-4.692,0,0.029,0.948,1
0.16,0.66,0.591,0.848,4,-8.497,0,0.026,0.835,1
0.00767,0.541,0.982,0.000765,2,-4.908,1,0.107,0.721,1
0.0833,0.852,0.523,0,5,-6.716,0,0.032,0.648,1
0.459,0.673,0.764,0.000237,11,-5.482,1,0.401,0.551,1
0.0693,0.646,0.947,0,1,-2.762,1,0.119,0.957,1
0.058,0.648,0.887,0,1,-4.536,0,0.188,0.464,1
0.104,0.241,0.588,0.00042,7,-6.914,1,0.0313,0.506,1
0.207,0.54,0.21,0.0765,0,-18.687,0,0.0461,0.411,1
0.107,0.826,0.751,7.71E-05,10,-9.621,0,0.0564,0.919,1
0.0313,0.515,0.902,0,6,-4.729,0,0.383,0.617,1
0.102,0.699,0.724,0,1,-5.126,1,0.223,0.412,1
0.202,0.732,0.974,0,1,-2.158,1,0.168,0.713,1
0.134,0.603,0.64,0,1,-5.215,1,0.291,0.311,1
0.52,0.582,0.903,0.779,0,-4.505,1,0.0335,0.902,1
0.0226,0.586,0.892,0.00827,11,-4.937,0,0.0574,0.523,1
0.0015,0.36,0.774,0.807,3,-8.758,1,0.0384,0.664,1
0.00314,0.654,0.734,0.000249,0,-6.216,1,0.112,0.243,1
0.00266,0.557,0.607,0.771,0,-10.088,1,0.0578,0.259,1
0.0213,0.734,0.548,0,11,-9.682,1,0.386,0.72,1
0.775,0.758,0.343,0,1,-9.044,0,0.0402,0.218,1
0.375,0.796,0.86,0.00457,5,-6.202,0,0.0653,0.973,1
0.00325,0.686,0.61,0.000123,5,-7.952,0,0.0297,0.861,1
0.517,0.691,0.714,0.0164,1,-9.694,1,0.046,0.96,1
0.157,0.729,0.818,0.285,2,-9.992,1,0.0732,0.909,1
0.00488,0.601,0.873,0.0365,1,-5.866,0,0.0448,0.566,1
0.000239,0.329,0.814,0.0944,7,-6.005,1,0.0674,0.403,1
0.028,0.291,0.901,0.627,2,-2.327,0,0.0563,0.511,1
0.274,0.683,0.776,0.0748,0,-7.029,1,0.0754,0.667,1
0.2,0.739,0.848,0.824,1,-4.598,0,0.0332,0.782,1
0.0111,0.846,0.501,0.00257,11,-6.076,1,0.0334,0.825,1
4.06E-05,0.683,0.698,0.000113,9,-6.255,1,0.0395,0.962,1
0.00135,0.794,0.481,0.883,6,-11.97,1,0.149,0.314,1
0.00328,0.562,0.801,0,11,-3.069,0,0.267,0.634,1
0.126,0.579,0.767,3.28E-05,9,-3.713,1,0.078,0.67,1
0.185,0.731,0.812,0.154,5,-6.691,1,0.0608,0.861,1
0.00947,0.718,0.844,0.711,8,-8.045,1,0.0581,0.54,1
0.0507,0.597,0.746,0.000198,11,-7.991,0,0.542,0.891,1
0.738,0.698,0.923,8.21E-06,1,-5.382,0,0.316,0.779,1
0.0463,0.578,0.825,0.0201,5,-4.659,0,0.0284,0.959,1
2.84E-06,0.305,0.827,0.00245,5,-5.789,1,0.147,0.463,1
0.00204,0.805,0.879,0.595,6,-5.747,1,0.0521,0.713,1
0.0572,0.525,0.855,0.0143,5,-7.372,0,0.0548,0.524,1
0.118,0.704,0.894,0.000115,6,-7.415,1,0.243,0.408,1
0.0716,0.447,0.416,0.00426,9,-12.181,0,0.0258,0.309,1
0.00417,0.356,0.872,0.00975,2,-7.837,1,0.068,0.592,1
0.661,0.457,0.909,1.54E-06,7,-3.189,1,0.0576,0.844,1
0.0912,0.748,0.703,0.0036,2,-11.869,1,0.0663,0.618,1
0.0442,0.679,0.462,0.793,3,-10.128,1,0.0326,0.289,1
0.0252,0.528,0.514,0.0894,2,-11.909,1,0.133,0.428,1
0.488,0.251,0.868,7.34E-06,1,-2.685,1,0.128,0.587,1
0.487,0.559,0.633,0,7,-3.265,1,0.0329,0.842,1
0.0604,0.799,0.789,0,0,-8.208,1,0.0396,0.833,1
0.813,0.745,0.544,0,5,-9.137,0,0.0654,0.776,1
0.611,0.597,0.71,0,5,-9.798,1,0.0378,0.767,1
0.103,0.772,0.582,6.61E-05,4,-5.96,0,0.309,0.564,1
0.00102,0.798,0.751,3.22E-06,1,-6.335,1,0.263,0.482,1
0.7,0.431,0.678,6.37E-06,4,-7.945,1,0.0365,0.632,1
0.0346,0.19,0.908,0.0369,0,-4.679,1,0.111,0.181,1
0.597,0.571,0.836,0.0108,10,-6.906,0,0.215,0.54,1
0.292,0.592,0.688,0.268,6,-14.107,1,0.115,0.927,1
0.127,0.474,0.837,0.0197,5,-6.503,1,0.0514,0.243,1
0.149,0.71,0.959,2.10E-05,1,-6.697,0,0.209,0.492,1
0.411,0.757,0.868,0.00221,9,-9.326,1,0.062,0.787,1
0.102,0.775,0.528,0.582,9,-7.756,1,0.0441,0.961,1
0.00192,0.558,0.74,8.97E-06,6,-6.22,1,0.0448,0.214,1
0.429,0.551,0.952,0.000686,7,-4.886,1,0.0944,0.628,1
0.0212,0.604,0.894,0,2,-5,1,0.037,0.893,1
0.0853,0.864,0.552,0.778,5,-8.851,0,0.0495,0.74,1
0.656,0.78,0.599,0,2,-10.251,1,0.0329,0.967,1
0.15,0.695,0.615,0.000212,7,-5.325,0,0.042,0.425,1
0.391,0.799,0.657,3.16E-06,3,-5.293,1,0.0377,0.956,1
0.00412,0.389,0.884,0.172,9,-4.602,1,0.0741,0.399,1
0.0423,0.84,0.918,0.613,7,-9.251,1,0.0672,0.468,1
0.00749,0.587,0.784,0.0126,9,-4.878,1,0.0469,0.13,1
0.0106,0.774,0.92,0.433,11,-4.213,1,0.25,0.223,1
0.00417,0.9,0.929,2.04E-05,7,-0.718,1,0.148,0.566,1
0.000839,0.802,0.586,0.0212,5,-6.245,1,0.103,0.407,1
0.000423,0.723,0.669,0.936,11,-5.026,0,0.0582,0.156,1
0.00024,0.747,0.74,0.369,1,-4.134,1,0.0323,0.77,1
0.000613,0.469,0.823,0.000829,9,-3.948,0,0.0583,0.138,1
0.000258,0.375,0.804,0.694,7,-5.673,0,0.0372,0.394,1
0.517,0.367,0.215,0,0,-16.652,1,0.0288,0.255,1
0.00104,0.595,0.794,0.00733,0,-5.186,1,0.0345,0.685,1
0.181,0.511,0.769,0,4,-7.032,1,0.042,0.814,1
0.378,0.506,0.813,0.0293,4,-5.78,1,0.0392,0.855,1
0.557,0.462,0.714,0.000881,1,-8.772,1,0.0386,0.375,1
0.156,0.378,0.572,0.152,0,-6.361,1,0.175,0.332,1
0.112,0.555,0.699,0.00319,6,-7.871,0,0.105,0.544,1
0.677,0.513,0.494,6.43E-05,0,-5.072,1,0.0315,0.521,1
0.758,0.744,0.555,0,3,-6.744,1,0.0321,0.775,1
0.727,0.506,0.948,0,10,-5.626,1,0.105,0.936,1
0.419,0.331,0.957,0,7,-6.101,0,0.0504,0.561,1
0.737,0.571,0.839,0.0281,3,-5.799,0,0.0517,0.813,1
0.00215,0.584,0.761,0.0217,9,-5.056,1,0.0287,0.722,1
0.0229,0.527,0.871,0.155,4,-8.708,1,0.0354,0.12,1
0.464,0.535,0.91,9.32E-05,10,-4.827,1,0.0328,0.956,1
0.0395,0.669,0.904,0.406,11,-5.487,1,0.0598,0.921,1
0.00113,0.616,0.943,1.67E-06,1,-5.305,0,0.0444,0.802,1
0.411,0.236,0.706,5.43E-06,0,-6.544,1,0.0601,0.313,1
0.229,0.485,0.793,0.784,0,-8.693,1,0.0573,0.295,1
0.0413,0.52,0.872,0.725,8,-8.104,1,0.0483,0.524,1
0.0861,0.356,0.567,0,0,-7.011,0,0.0798,0.116,1
0.482,0.732,0.468,0.809,9,-13.662,0,0.0409,0.191,1
0.957,0.342,0.159,0.114,9,-18.127,1,0.0477,0.329,1
0.229,0.494,0.666,5.69E-05,9,-9.743,0,0.0351,0.704,1
0.236,0.347,0.638,0,2,-10.258,1,0.0409,0.594,1
0.000725,0.801,0.718,0.91,0,-6.246,1,0.0746,0.817,1
0.321,0.749,0.422,0.155,1,-11.004,0,0.0733,0.587,1
0.297,0.722,0.823,0,7,-3.916,1,0.081,0.855,1
0.0956,0.788,0.864,0,11,-5.767,1,0.0335,0.678,1
0.00919,0.944,0.839,0,11,-4.141,1,0.108,0.891,1
0.354,0.729,0.795,0,7,-4.579,1,0.144,0.853,1
0.555,0.791,0.58,0.00155,8,-8.377,1,0.0588,0.733,1
0.699,0.386,0.509,0.872,2,-12.745,0,0.034,0.254,1
0.0571,0.398,0.776,0.0172,9,-7.388,0,0.0374,0.689,1
0.379,0.535,0.374,0.0464,9,-8.83,1,0.0317,0.339,1
0.0314,0.86,0.857,0.38,6,-4.23,1,0.0933,0.826,1
0.074,0.912,0.781,0.762,7,-7.018,0,0.0444,0.891,1
0.0543,0.81,0.949,0.957,2,-8.732,1,0.0428,0.778,1
0.0125,0.634,0.858,0.84,1,-11.661,1,0.0417,0.233,1
0.196,0.464,0.772,0.0088,2,-5.046,0,0.0397,0.627,1
0.854,0.354,0.228,0.8,0,-10.304,1,0.0296,0.0745,1
0.00201,0.734,0.686,0.11,5,-9.781,0,0.0761,0.543,1
0.0385,0.484,0.492,0.66,7,-9.297,1,0.0326,0.193,1
0.169,0.759,0.772,0.0687,7,-8.052,1,0.125,0.752,1
0.605,0.583,0.515,0.000691,11,-9.283,0,0.0571,0.621,1
0.109,0.632,0.519,0,1,-7.207,1,0.0265,0.602,1
0.00706,0.586,0.915,0.236,6,-6.264,1,0.031,0.747,1
0.00101,0.736,0.68,0.897,4,-7.036,0,0.0361,0.0793,1
0.453,0.815,0.672,0,8,-5.675,1,0.27,0.813,1
0.00219,0.781,0.795,0.269,7,-6.758,1,0.036,0.795,1
0.000313,0.457,0.918,0.000215,11,-5.295,0,0.0471,0.297,1
0.00246,0.514,0.75,0.0285,2,-7.847,1,0.028,0.551,1
0.296,0.609,0.909,0.0785,5,-7.302,0,0.0921,0.416,1
0.0448,0.788,0.617,0,2,-4.516,1,0.0651,0.13,1
0.119,0.716,0.647,1.38E-05,1,-4.008,1,0.0345,0.159,1
0.0146,0.823,0.768,1.03E-06,11,-6.21,1,0.0819,0.207,1
0.273,0.893,0.378,0,9,-7.324,1,0.305,0.642,1
0.114,0.665,0.513,0.303,0,-7.314,1,0.331,0.0373,1
0.00884,0.51,0.603,0.286,9,-6.949,0,0.174,0.094,1
0.0305,0.874,0.492,0,2,-4.898,1,0.328,0.644,1
0.0829,0.722,0.619,0,9,-8.324,0,0.352,0.606,1
0.078,0.54,0.77,0,7,-7.748,1,0.354,0.62,1
0.016,0.79,0.616,0.13,0,-7.081,1,0.0388,0.373,1
0.196,0.76,0.76,0.00185,10,-5.964,0,0.0509,0.616,1
0.0466,0.784,0.803,1.57E-05,9,-3.458,0,0.0597,0.79,1
0.0212,0.597,0.798,0.473,5,-5.307,1,0.0367,0.383,1
0.00529,0.563,0.924,0.883,10,-3.909,0,0.0511,0.6,1
0.0326,0.598,0.885,0.00265,8,-3.992,0,0.0383,0.593,1
0.00502,0.429,0.725,1.54E-05,2,-6.156,1,0.0371,0.174,1
0.0019,0.468,0.88,0.00704,1,-5.086,1,0.057,0.645,1
0.0219,0.897,0.642,1.31E-06,2,-8.828,1,0.0534,0.27,1
0.275,0.756,0.44,0,1,-9.973,0,0.179,0.307,1
0.000596,0.224,0.925,1.35E-06,11,-1.71,0,0.0834,0.364,1
0.0608,0.42,0.776,0.0107,11,-8.827,1,0.0451,0.416,1
0.0674,0.289,0.942,0.917,2,-3.207,1,0.0519,0.302,1
0.00342,0.313,0.893,0,11,-3.891,0,0.0463,0.709,1
0.0585,0.552,0.878,0.892,1,-5.767,1,0.0353,0.603,1
0.0116,0.816,0.543,0,0,-6.923,1,0.238,0.373,1
0.155,0.582,0.884,0,8,-5.635,0,0.166,0.67,1
0.0352,0.697,0.682,0,7,-9.022,1,0.219,0.672,1
0.59,0.789,0.698,0.802,7,-7.842,1,0.0304,0.713,1
0.374,0.549,0.715,3.50E-06,1,-11.164,1,0.0633,0.785,1
0.000117,0.857,0.948,0.816,10,-6.901,0,0.204,0.669,1
0.717,0.345,0.313,0.000822,4,-10.098,1,0.0681,0.166,1
0.591,0.624,0.724,7.79E-06,10,-7.113,1,0.101,0.62,1
0.0151,0.706,0.581,0,9,-6.492,1,0.055,0.463,1
0.0174,0.754,0.442,9.40E-05,5,-8.873,0,0.127,0.599,1
0.445,0.915,0.54,3.63E-05,7,-6.578,1,0.0661,0.113,1
0.0112,0.6,0.586,0.535,7,-9.414,1,0.0296,0.193,1
0.218,0.63,0.862,0.0527,2,-6.12,0,0.0501,0.698,1
0.478,0.839,0.585,0.00281,2,-7.738,1,0.153,0.894,1
0.275,0.735,0.801,0,1,-5.067,1,0.0554,0.491,1
0.0245,0.819,0.684,0.358,2,-6.97,1,0.0599,0.84,1
0.64,0.518,0.385,0.000536,9,-11.125,0,0.0286,0.264,1
0.000304,0.316,0.748,0.0139,2,-8.187,1,0.0413,0.239,1
0.198,0.507,0.739,0.865,2,-9.728,1,0.04,0.17,1
0.00441,0.207,0.878,0.421,4,-7.212,1,0.0449,0.135,1
0.0729,0.589,0.938,0.942,2,-10.475,0,0.0567,0.556,1
0.000321,0.5,0.95,0.0293,6,-4.333,1,0.0677,0.298,1
0.0302,0.798,0.481,0,7,-10.488,1,0.314,0.64,1
0.642,0.657,0.393,4.03E-05,0,-7.667,1,0.0367,0.266,1
0.9,0.582,0.401,0.538,2,-8.731,1,0.028,0.414,1
0.0372,0.638,0.897,0.00748,7,-5.78,0,0.0504,0.915,1
0.00318,0.663,0.877,0.00217,5,-3.37,0,0.0538,0.396,1
0.0468,0.876,0.716,0.000482,1,-6.884,1,0.135,0.758,1
0.258,0.812,0.937,0,1,-1.894,1,0.295,0.851,1
0.00182,0.7,0.756,0.711,2,-10.714,1,0.0575,0.947,1
0.0286,0.76,0.391,0.00691,1,-8.73,1,0.0353,0.965,1
0.198,0.603,0.921,0.00035,5,-3.555,0,0.0931,0.814,1
0.0269,0.869,0.658,0.299,8,-5.025,1,0.036,0.244,1
0.0686,0.388,0.598,0,4,-9.485,0,0.0296,0.641,1
0.244,0.607,0.488,0.000177,8,-8.704,1,0.193,0.16,1
0.00689,0.717,0.862,0,8,-4.736,1,0.054,0.512,1
0.0152,0.621,0.813,0,6,-3.59,0,0.158,0.524,1
0.064,0.568,0.936,0.00099,0,-6.365,1,0.0504,0.792,1
0.207,0.786,0.963,0.0012,9,-2.84,0,0.127,0.9,1
0.0133,0.69,0.911,0.907,6,-9.075,1,0.0499,0.62,1
0.000467,0.817,0.588,1.51E-06,7,-6.603,1,0.0399,0.448,1
0.00167,0.845,0.455,5.97E-05,11,-5.209,1,0.0693,0.832,1
0.000145,0.54,0.945,0.753,9,-6.64,1,0.0406,0.87,1
0.162,0.529,0.95,0.00199,9,-3.446,1,0.056,0.456,1
0.00838,0.587,0.866,3.55E-05,9,-6.444,1,0.0816,0.42,1
0.356,0.667,0.901,0.00393,9,-3.719,0,0.0275,0.824,1
0.489,0.594,0.42,0.00452,4,-8.467,0,0.031,0.311,1
0.533,0.64,0.819,0,7,-4.108,1,0.455,0.624,1
0.118,0.854,0.401,0,9,-8.553,1,0.395,0.441,1
0.0358,0.959,0.598,0,8,-5.534,1,0.0713,0.424,1
0.0324,0.742,0.559,0,5,-5.876,1,0.141,0.429,1
0.0428,0.667,0.581,0,0,-5.164,0,0.323,0.372,1
0.0659,0.751,0.597,0,9,-6.59,0,0.125,0.168,1
0.0469,0.766,0.82,0,2,-5.851,1,0.124,0.401,1
0.421,0.876,0.675,1.16E-06,3,-3.28,0,0.146,0.618,1
0.124,0.85,0.818,0.00135,0,-8.623,1,0.0904,0.845,1
0.386,0.791,0.729,0.0126,11,-9.856,0,0.054,0.717,1
0.676,0.679,0.709,0,7,-5.851,0,0.133,0.677,1
0.000419,0.823,0.811,0.0745,1,-6.158,1,0.0661,0.718,1
0.0833,0.736,0.882,0.000349,11,-4.285,0,0.0398,0.512,1
0.251,0.786,0.706,0.213,9,-6.212,0,0.0537,0.318,1
0.101,0.867,0.669,0.683,9,-7.897,0,0.0573,0.696,1
0.000321,0.647,0.793,0.833,3,-7.416,0,0.0454,0.188,1
0.0198,0.571,0.87,6.60E-06,8,-3.877,0,0.0641,0.815,0
0.3,0.55,0.563,0,2,-7.019,1,0.0313,0.462,0
0.0479,0.647,0.87,0,0,-4.702,0,0.0798,0.906,0
0.44,0.468,0.535,0,10,-8.264,1,0.0436,0.298,0
0.0743,0.754,0.946,0.000391,8,-2.149,0,0.0403,0.865,0
0.0412,0.841,0.866,0,11,-6.342,1,0.118,0.875,0
0.00799,0.685,0.872,0,7,-6.939,1,0.0321,0.806,0
0.0028,0.686,0.915,7.16E-06,7,-4.447,1,0.0364,0.784,0
0.164,0.844,0.32,0,6,-9.532,0,0.0475,0.575,0
0.439,0.892,0.443,0,0,-6.181,1,0.0379,0.729,0
0.00141,0.895,0.883,0.000383,7,-8.919,1,0.216,0.893,0
0.102,0.721,0.723,4.40E-06,2,-7.08,0,0.0631,0.769,0
0.16,0.561,0.555,0,11,-9.734,0,0.0287,0.509,0
0.000668,0.493,0.956,0,1,-4.221,0,0.138,0.467,0
0.00216,0.659,0.9,0,4,-4.856,1,0.0317,0.882,0
4.82E-05,0.409,0.992,2.03E-06,3,-2.803,0,0.108,0.339,0
0.000696,0.566,0.986,0.0164,1,-5.016,1,0.0884,0.15,0
1.51E-05,0.455,0.994,0.0012,4,-4.584,0,0.193,0.0703,0
0.0229,0.385,0.663,0,2,-5.902,1,0.0271,0.237,0
0.00233,0.672,0.785,0.127,8,-4.473,1,0.0346,0.352,0
0.00115,0.339,0.958,1.56E-05,9,-2.909,0,0.153,0.273,0
0.638,0.71,0.498,0,4,-5.478,1,0.0322,0.52,0
0.059,0.624,0.732,0.0142,4,-6.372,0,0.0273,0.292,0
0.00338,0.575,0.913,0.816,7,-6.081,1,0.0402,0.208,0
0.00259,0.66,0.652,0,8,-4.747,1,0.0582,0.167,0
7.53E-05,0.398,0.974,0.0076,1,-2.823,0,0.16,0.245,0
0.00278,0.231,0.791,0.00055,4,-4.297,0,0.0446,0.404,0
0.241,0.713,0.81,0,0,-3.353,0,0.0918,0.667,0
0.09,0.692,0.898,0.941,10,-5.276,1,0.044,0.331,0
0.0178,0.69,0.841,0.79,4,-5.592,0,0.0868,0.533,0
0.282,0.738,0.818,0.000543,2,-3.652,0,0.0692,0.53,0
0.626,0.682,0.518,0.43,8,-10.089,1,0.227,0.963,0
0.0291,0.589,0.651,3.20E-06,6,-5.097,1,0.0306,0.161,0
0.0316,0.68,0.725,1.81E-05,6,-3.92,1,0.0611,0.26,0
0.218,0.408,0.582,0,11,-8.305,1,0.0508,0.34,0
0.25,0.295,0.593,0,11,-7.572,1,0.0555,0.361,0
0.245,0.682,0.858,0,9,-4.711,1,0.0708,0.772,0
0.031,0.51,0.747,0,5,-4.124,1,0.0651,0.349,0
0.135,0.72,0.643,0.812,9,-7.691,1,0.0369,0.323,0
8.12E-05,0.173,0.927,0.23,1,-5.22,1,0.0869,0.183,0
0.284,0.672,0.709,0.000608,1,-7.884,1,0.0232,0.652,0
0.112,0.688,0.795,0,5,-6.161,1,0.047,0.773,0
0.127,0.698,0.882,0,4,-3.078,0,0.0863,0.462,0
0.949,0.386,0.148,0.792,0,-18.921,0,0.0367,0.128,0
0.27,0.639,0.869,0,11,-4.024,1,0.147,0.766,0
0.789,0.764,0.348,0,9,-7.98,1,0.0643,0.773,0
0.186,0.548,0.532,0.000263,5,-7.596,1,0.0323,0.428,0
0.214,0.685,0.607,0,11,-5.301,1,0.0431,0.463,0
0.413,0.454,0.521,0,7,-4.143,1,0.0285,0.231,0
0.152,0.494,0.542,0,6,-6.995,1,0.0277,0.246,0
0.978,0.575,0.0935,0.452,3,-15.906,1,0.0858,0.289,0
0.0535,0.5,0.802,0,2,-4.205,1,0.104,0.743,0
0.000482,0.258,0.905,0.000489,10,-4.897,1,0.136,0.16,0
0.524,0.849,0.531,0,7,-5.534,1,0.258,0.771,0
5.41E-06,0.389,0.985,0.954,1,-2.795,0,0.112,0.0637,0
0.0534,0.605,0.873,0.837,1,-5.938,0,0.0344,0.47,0
0.0572,0.585,0.776,7.74E-06,5,-5.898,1,0.0459,0.43,0
0.11,0.66,0.867,0,6,-4.285,0,0.116,0.376,0
0.16,0.773,0.801,0,0,-5.562,1,0.0281,0.8,0
0.066,0.798,0.862,1.65E-06,11,-4.95,0,0.0336,0.893,0
0.0877,0.527,0.578,0,7,-6.012,0,0.0283,0.35,0
0.0563,0.729,0.561,0,1,-7.162,1,0.028,0.395,0
0.117,0.697,0.856,0,10,-4.439,0,0.0752,0.732,0
0.24,0.683,0.687,0,6,-5.833,0,0.0274,0.486,0
0.245,0.634,0.624,0,6,-5.095,0,0.0255,0.668,0
0.252,0.571,0.77,0,9,-5.46,1,0.03,0.529,0
0.161,0.667,0.728,0,6,-5.476,0,0.0272,0.449,0
0.0449,0.706,0.893,1.04E-06,10,-4.355,0,0.0449,0.616,0
0.278,0.693,0.578,1.52E-06,0,-11.129,1,0.18,0.851,0
4.24E-05,0.396,0.912,0.631,7,-4.026,0,0.0856,0.146,0
0.0107,0.723,0.784,0.772,2,-5.547,1,0.0334,0.382,0
0.00436,0.578,0.909,0.00128,7,-3.672,1,0.105,0.518,0
0.144,0.736,0.616,2.29E-06,4,-8.016,1,0.0345,0.89,0
0.00406,0.616,0.709,2.56E-06,10,-6.134,1,0.0312,0.545,0
0.771,0.658,0.566,0,7,-6.179,1,0.0259,0.513,0
0.0305,0.555,0.79,0,3,-5.777,1,0.0507,0.519,0
0.0156,0.627,0.871,4.63E-06,1,-4.403,0,0.0336,0.677,0
0.000285,0.458,0.99,0.000893,8,-3.717,1,0.183,0.462,0
0.0283,0.656,0.615,0,5,-6.252,1,0.0539,0.364,0
0.924,0.533,0.148,0.932,0,-18.275,1,0.0329,0.103,0
5.40E-05,0.455,0.973,0.00193,1,-4.597,0,0.132,0.448,0
0.00121,0.984,0.941,0.0539,9,-4.56,0,0.0805,0.331,0
0.967,0.296,0.0709,0.804,3,-14.832,0,0.0312,0.066,0
0.00901,0.635,0.983,0.00799,6,-3.807,0,0.174,0.422,0
0.000372,0.615,0.657,0.0204,7,-6.873,1,0.029,0.78,0
0.107,0.632,0.518,0,6,-6.126,1,0.0313,0.45,0
8.35E-06,0.226,0.553,0.0379,1,-9.169,1,0.0546,0.323,0
0.508,0.597,0.575,0,10,-3.705,1,0.0341,0.516,0
0.114,0.586,0.896,0,3,-4.572,1,0.11,0.353,0
0.101,0.403,0.883,0,4,-3.385,1,0.087,0.769,0
0.0987,0.614,0.857,0,1,-4.171,0,0.111,0.655,0
0.0735,0.531,0.771,0,4,-6.162,1,0.0468,0.608,0
0.0273,0.599,0.888,0,11,-2.931,0,0.0514,0.84,0
0.219,0.638,0.705,0,2,-4.47,1,0.035,0.292,0
0.0196,0.437,0.802,0,2,-5.709,1,0.0997,0.604,0
0.00411,0.557,0.796,0,3,-4.147,1,0.0482,0.452,0
0.94,0.317,0.0302,0.298,1,-30.447,1,0.0342,0.155,0
0.761,0.383,0.131,0.194,7,-17.764,1,0.033,0.0999,0
0.905,0.42,0.0802,0.857,7,-21.795,1,0.04,0.0513,0
0.929,0.55,0.249,0.828,5,-15.919,0,0.0325,0.296,0
0.121,0.81,0.885,3.39E-06,1,-10.116,0,0.0659,0.853,0
0.0561,0.766,0.725,0,9,-6.36,1,0.0294,0.964,0
0.286,0.614,0.549,2.64E-06,5,-6.986,1,0.0516,0.255,0
0.00599,0.618,0.96,0,4,-6.382,1,0.0327,0.949,0
1.01E-05,0.404,0.989,0.556,2,-1.374,1,0.184,0.153,0
0.00517,0.747,0.592,1.48E-05,8,-6.334,1,0.0457,0.16,0
0.0786,0.779,0.711,2.40E-05,0,-4.054,1,0.144,0.857,0
0.0558,0.523,0.725,6.96E-06,2,-5.448,1,0.0339,0.52,0
0.000479,0.695,0.579,0,0,-5.066,1,0.0325,0.731,0
0.00281,0.446,0.915,3.87E-05,9,-6.221,1,0.141,0.402,0
0.0437,0.637,0.846,0,1,-3.663,1,0.0346,0.596,0
0.717,0.423,0.158,0.0075,0,-15.59,0,0.0346,0.19,0
0.000461,0.562,0.96,0.0383,9,-2.981,1,0.0692,0.311,0
0.0705,0.71,0.884,0,1,-1.258,1,0.347,0.579,0
0.0165,0.597,0.952,0.145,9,-3.586,0,0.0415,0.206,0
0.828,0.717,0.32,0,3,-8.393,1,0.0283,0.331,0
0.41,0.694,0.472,0,8,-8.62,1,0.0281,0.466,0
0.396,0.635,0.53,0,8,-8.1,1,0.0328,0.204,0
0.074,0.642,0.421,0,5,-9.32,0,0.0237,0.453,0
0.105,0.563,0.487,0,2,-7.775,1,0.0234,0.248,0
0.468,0.578,0.375,0,0,-12.951,1,0.0272,0.561,0
0.499,0.571,0.447,0,7,-8.757,1,0.0338,0.162,0
0.96,0.411,0.0416,0.925,1,-23.23,1,0.0414,0.0746,0
0.422,0.482,0.739,1.87E-05,7,-5.476,1,0.0342,0.596,0
